Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Investor Count,Valuation to Funding Ratio
Chipper Cash,$2B,5/31/2021,Fintech,San Francisco,United States,North America,2017,$302M,"Deciens Capital, Bezos Expeditions, 500 Startups",15,6.62
Clearco,$2B,4/20/2021,Fintech,Toronto,Canada,North America,2015,$433M,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",23,4.62
ClickHouse,$2B,10/28/2021,Data management & analytics,Portola Valley,United States,North America,2021,$300M,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",11,6.67
Clip,$2B,6/10/2021,Fintech,Mexico City,Mexico,North America,2012,$381M,"Alta Ventures Mexico, General Atlantic, SoftBank Group",15,5.25
Cloudinary,$2B,2/15/2022,Internet software & services,Santa Clara,United States,North America,2011,$100M,"Blackstone, Bessemer Venture Partners",2,20.00
Deliverr,$2B,11/22/2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,$456M,"8VC, Activant Capital, GLP Capital Partners",10,4.39
Divvy Homes,$2B,8/13/2021,Fintech,San Francisco,United States,North America,2017,$370M,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",16,5.41
Dremio,$2B,1/6/2021,Data management & analytics,Santa Clara,United States,North America,2015,$410M,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",9,4.88
Druva,$2B,6/20/2019,Data management & analytics,Sunnyvale,United States,North America,2007,$475M,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",16,4.21
Everlaw,$2B,3/10/2020,Internet software & services,Oakland,United States,North America,2010,$299M,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",7,6.69
Exotec,$2B,1/17/2022,Hardware,Croix,France,Europe,2015,$450M,"Breega Capital, Iris Capital, 360 Capital Partners",7,4.44
Formlabs,$2B,8/1/2018,Hardware,Somerville,United States,North America,2011,$251M,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",24,7.97
Guoquan Shihui,$2B,3/17/2021,Consumer & retail,Shanghai,China,Asia,2017,$523M,"Tiantu Capital, CMB International Capital, Vision Knight Capital",9,3.82
Hive,$2B,4/21/2021,Artificial intelligence,San Francisco,United States,North America,2013,$121M,"Tomales Bay Capital, Bain & Company, General Catalyst",5,16.53
HuiMin,$2B,9/5/2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,$517M,"Zheshang Venture Capital, GP Capital, Western Capital Management",13,3.87
ISN,$2B,12/17/2020,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,Unknown,Blackstone,1,0.00
Iterable,$2B,6/15/2021,Internet software & services,San Francisco,United States,North America,2013,$342M,"CRV, Blue Cloud Ventures, Index Ventures",18,5.85
Kajabi,$2B,5/4/2021,Internet software & services,Irvine,United States,North America,2010,$550M,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",6,3.64
Kaseya,$2B,3/27/2019,Cybersecurity,Miami,United States,North America,2000,$545M,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",3,3.67
Keep,$2B,5/19/2020,Mobile & telecommunications,Beijing,China,Asia,2014,$614M,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",11,3.26
KRY,$2B,4/27/2021,Health,Stockholm,Sweden,Europe,2014,$569M,"Index Ventures, Creandum, Accel",10,3.51
Loggi,$2B,6/5/2019,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,$507M,"Qualcomm Ventures, SoftBank Group, Monashees+",15,3.94
LTK,$2B,11/22/2021,Internet software & services,Dallas,United States,North America,2011,$315M,"SoftBank Group, Maverick Capital",5,6.35
Lunar,$2B,7/12/2021,Fintech,Aarhus,Denmark,Europe,2015,$448M,"SEED Capital, Greyhound Capital, Socii Capital",18,4.46
Mafengwo,$2B,5/23/2019,Travel,Beijing,China,Asia,2010,$503M,"Qiming Venture Partners, Capital Today, General Atlantic",13,3.98
Magic Leap,$2B,10/21/2014,Hardware,Plantation,United States,North America,2010,$3B,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",26,0.67
Misfits Market,$2B,4/21/2021,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,$527M,"Accel, D1 Capita Partners, Greenoaks Capital Management",9,3.80
Modern Treasury,$2B,10/6/2021,Fintech,San Francisco,United States,North America,2018,$183M,"Benchmark, Altimeter Capital, Quiet Capital",5,10.93
MURAL,$2B,7/20/2021,Internet software & services,San Francisco,United States,North America,2011,$192M,"Insight Partners, Tiger Global Management, Gradient Ventures",15,10.42
Mynt,$2B,11/1/2021,Fintech,Taguig City,Philippines,Asia,2015,$475M,"Insight Partners, Warburg Pincus, Ayala Corporation",7,4.21
Neo4j,$2B,6/17/2021,Data management & analytics,San Mateo,United States,North America,2007,$408M,"Eight Roads Ventures, One Peak Partners, Creandum",18,4.90
Netlify,$2B,11/17/2021,Internet software & services,San Francisco,United States,North America,2014,$202M,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",15,9.90
OCSiAl,$2B,3/4/2019,Other,Leudelange,Luxembourg,Europe,2012,$285M,"A&NN, Rusnano",3,7.02
Opay,$2B,8/23/2021,Fintech,Lagos,Nigeria,Africa,2018,$570M,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",13,3.51
Pipe,$2B,5/19/2021,Fintech,Miami,United States,North America,2019,$566M,"next47, MaC Venture Capital, FinVC",36,3.53
Preferred Networks,$2B,5/17/2018,Artificial intelligence,Tokyo,Japan,Asia,2014,$147M,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",11,13.61
Quora,$2B,4/21/2017,Internet software & services,Mountain View,United States,North America,2009,$226M,"Y Combinator, Matrix Partners, Benchmark",10,8.85
Redis Labs,$2B,8/25/2020,Data management & analytics,Mountain View,United States,North America,2011,$356M,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",13,5.62
SmartNews,$2B,8/5/2019,Mobile & telecommunications,Tokyo,Japan,Asia,2012,$410M,"Japan Post Capital, Globis Capital Partners, Atomico",20,4.88
Spring Health,$2B,9/16/2021,Health,New York,United States,North America,2016,$296M,"Rethink Impact, Work-Bench, RRE Ventures",25,6.76
StarkWare,$2B,11/17/2021,Cybersecurity,Netanya,Israel,Asia,2018,$161M,"Sequoia Capital, Paradigm, Pantera Capital",20,12.42
SWORD Health,$2B,11/22/2021,Health,New York,United States,North America,2015,$296M,"Khosla Ventures, Green Innovations, Founders Fund",20,6.76
Tier,$2B,10/25/2021,Travel,Berlin,Germany,Europe,2018,$587M,"Northzone Ventures, White Star Capital, Novator Partners",20,3.41
Trendy Group International,$2B,2/13/2012,Consumer & retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners,1,10.00
Unqork,$2B,10/6/2020,Fintech,New York,United States,North America,2017,$365M,"Blackrock, capitalG, World Lab Innovation",14,5.48
VerbIT,$2B,6/8/2021,Artificial intelligence,New York,United States,North America,2016,$432M,"ClalTech, Vertex Ventures, Oryzn Capital",23,4.63
Virta Health,$2B,12/2/2020,Health,San Francisco,United States,North America,2015,$373M,"Caffeinated Capital, Obvious Ventures, Venrock",15,5.36
Xinchao Media,$2B,4/9/2018,Internet software & services,Chengdu,China,Asia,2007,$768M,"JD.com, Baidu, Vision Plus Capital",8,2.60
Xingyun Group,$2B,9/24/2020,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,$950M,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",29,2.11
XtalPi,$2B,8/11/2021,Artificial intelligence,Shenzhen,China,Asia,2014,$786M,"Tencent Holdings, 5Y Capital, Sequoia Capital China",30,2.54
Zilch,$2B,11/10/2021,Fintech,London,United Kingdom,Europe,2018,$339M,"Gauss Ventures, Ventura Capital, dmg ventures",6,5.90
56PINGTAI,$1B,1/25/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,$188M,"QF Capital, QC Capital, Unicom Innovation Venture Capital",11,5.32
Alzheon,$1B,9/30/2020,Health,Framingham,United States,North America,2013,$94M,"ARCH Venture Partners, Ally Bridge Group",4,10.64
Aprogen,$1B,5/31/2019,Health,Seongnam-Si,South Korea,Asia,2000,$62M,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",2,16.13
Axtria,$1B,5/13/2021,Data management & analytics,Berkeley Heights,United States,North America,2009,$206M,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",9,4.85
Cell C,$1B,8/7/2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,$547M,"Blue Label Telecoms, Net1 UEPS Technologies",2,1.83
China Cloud,$1B,6/11/2018,Hardware,Wuxi,China,Asia,2010,$523M,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",31,1.91
CredAvenue,$1B,3/7/2022,Fintech,Chennai,India,Asia,2017,$227M,"Insight Partners, B Capital Group, Lightspeed Venture Partners",#N/A,4.41
DeepBlue Technology,$1B,4/16/2018,Artificial intelligence,Shanghai,China,Asia,2014,$79M,"DESUN Capital, Yunfeng Capital, Meridian Capital",10,12.66
dMed Biopharmaceutical,$1B,7/12/2021,Health,Shanghai,China,Asia,2016,$214M,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",#N/A,4.67
Einride,$1B,12/31/2021,Auto & transportation,Stockholm,Sweden,Europe,2016,$151M,"Temasek, BUILD Capital Partners, Northzone Ventures",20,6.62
EQRx,$1B,1/11/2021,Health,Cambridge,United States,North America,2020,$700M,"Nextech Invest, Casdin Capital, Google Ventures",8,1.43
Everly Health,$1B,12/3/2020,E-commerce & direct-to-consumer,Austin,United States,North America,2015,$231M,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",18,4.33
Fair,$1B,12/20/2018,Auto & transportation,Santa Monica,United States,North America,2016,$2B,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",None,0.50
Flipboard,$1B,7/22/2015,Internet software & services,Palo Alto,United States,North America,2010,$211M,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",19,4.74
Globality,$1B,1/22/2019,Artificial intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group,20,3.23
Hosjoy,$1B,10/18/2018,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,$139M,"U.S.-China Green Fund, Founder H Fund, Richland Equities",7,7.19
Huisuanzhang,$1B,5/24/2021,Fintech,Beijing,China,Asia,2015,$227M,"IDG Capital, Gaocheng Capital, Chuanrong Capital",15,4.41
HuJiang,$1B,10/29/2015,Edtech,Shanghai,China,Asia,2001,$223M,"China Minsheng Investment, Baidu, Wanxin Media",3,4.48
Hyperchain,$1B,4/11/2021,Fintech,Hangzhou,China,Asia,2016,$249M,"Yinhong Equity Investment Fund, E Fund, Ideal International",14,4.02
iTutorGroup,$1B,11/18/2015,Edtech,Shanghai,China,Asia,1998,$315M,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",10,3.17
JimuBox,$1B,4/21/2015,Fintech,Beijing,China,Asia,2013,$131M,"Matrix Partners China, Ventech China, Shunwei Capital Partners",10,7.63
Juma Peisong,$1B,11/26/2018,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,$281M,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",7,3.56
Justworks,$1B,1/28/2020,Internet software & services,New York,United States,North America,2012,$143M,"Index Ventures, Thrive Capital, Bain Capital Ventures",9,6.99
Keenon Robotics,$1B,9/15/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,$229M,"Yunqi Partners, SoftBank Group, iVision Ventures",13,4.37
Kuaigou Dache,$1B,7/13/2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,$650M,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",9,1.54
LifeMiles,$1B,7/13/2015,Other,Bogota,Colombia,South America,2011,$344M,Advent International,1,2.91
LinkSure Network,$1B,1/1/2015,Mobile & telecommunications,Shanghai,China,Asia,2013,$52M,N/A,2,19.23
MobiKwik,$1B,10/13/2021,Fintech,Gurugram,India,Asia,2009,$249M,"Sequoia Capital India, The Times Group, GMO VenturePartners",31,4.02
Modernizing Medicine,$1B,5/10/2017,Health,Boca Raton,United States,North America,2010,$394M,"Warburg Pincus, Summit Partners, Sands Capital",6,2.54
OVH,$1B,8/15/2016,Other,Roubaix,France,Europe,1999,$1B,"KKR, TowerBrook Capital Partners",10,1.00
Phenom People,$1B,4/7/2021,Internet software & services,Ambler,United States,North America,2011,$163M,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",13,6.13
Pipa Coding,$1B,3/25/2021,Edtech,Beijing,China,Asia,2017,$268M,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",11,3.73
Qingting FM,$1B,6/2/2021,Internet software & services,Shanghai,China,Asia,2011,$164M,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",16,6.10
Rad Power Bikes,$1B,10/28/2021,Auto & transportation,Seattle,United States,North America,2007,$329M,"Durable Capital Partners, Cercano Management, T. Rowe Price",#N/A,3.04
Shukun Technology,$1B,8/16/2021,Artificial Intelligence,Beijing,China,Asia,2017,$211M,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",#N/A,4.74
Shulan Health,$1B,3/1/2021,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners,#N/A,23.26
SITECH DEV,$1B,5/16/2019,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital,4,0.00
Snapdeal,$1B,5/21/2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,$2B,"SoftBankGroup, Blackrock, Alibaba Group",25,0.50
SumUp,$1B,7/16/2019,Fintech,London,United Kingdom,Europe,2011,$1B,"American Express Ventures, Goldman Sachs, Bain Capital Credit",18,1.00
TalkingData,$1B,1/6/2021,Mobile & telecommunications,Beijing,China,Asia,2013,$310M,"N5 Capital, CR Capital Mgmt, JD Digits",7,3.23
TUNGEE,$1B,12/15/2021,Artificial Intelligence,Guangzhou,China,Asia,2016,$171M,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",9,5.85
UISEE Technology,$1B,1/25/2021,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,$154M,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",15,6.49
Valgen Medtech,$1B,5/6/2021,Health,Hangzhou,China,Asia,2015,$188M,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",#N/A,5.32
Vectra Networks,$1B,4/29/2021,Artificial intelligence,San Jose,United States,North America,2011,$352M,"IA Ventures, Khosla Ventures, AME Cloud Ventures",15,2.84
Venafi,$1B,12/10/2020,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",13,5.75
Wacai,$1B,7/18/2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,$369M,"Qiming Venture Partners, China Broadband Capital, CDH Investments",12,2.71
WeBull,$1B,2/18/2021,Fintech,Changsha,China,Asia,2016,$230M,"Bojiang Capital, Hongdao Capital, Mobai Capital",7,4.35
WTOIP,$1B,4/8/2018,Internet software & services,Guangzhou,China,Asia,2013,$307M,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",11,3.26
Xiaobing,$1B,7/12/2021,Fintech,Beijing,China,Asia,2020,Unknown,"NetEase Capital, Northern Light Venture Capital, Microsoft",9,0.00
Xiaoe Tech,$1B,6/15/2021,Internet software & services,Shenzhen,China,Asia,2015,$149M,"GGV Capital, Hillhouse Capital Management, IDG Capital",#N/A,6.71
Yiguo,$1B,11/9/2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,$800M,"Alibaba Group, KKR, Goldman Sachs",12,1.25
Yimidida,$1B,1/14/2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$554M,"Source Code Capital, Global Logistic Properties, K2VC",14,1.81
Yipin Shengxian,$1B,3/11/2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,$658M,"Eastern Bell Capital, Capital Today, Longzhu Capital",4,1.52
Ynsect,$1B,2/21/2019,Other,Evry,France,Europe,2011,$393M,"Astanor Ventures, Upfront Ventures, IDInvest Partners",20,2.54
Hello TransTech,$1B,6/1/2018,Auto & transportation,Shanghai,China,Asia,2016,$2B,"Ant Financial Services Group, GGV Capital",13,0.50
Miaoshou Doctor,$1B,6/27/2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$947M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",21,1.06
ECARX,$1B,10/26/2020,Auto & transportation,Wuhan,China,Asia,2016,$394M,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",6,2.54
Eat Just,$1B,11/30/2017,Consumer & retail,San Francisco,United States,North America,2011,$440M,"Khosla Ventures, Horizons Ventures, Founders Fund",34,2.27
Trumid,$1B,7/15/2020,Fintech,New York,United States,North America,2014,$660M,"T. Rowe Price, Dragoneer Investment Group, BlackRock",22,1.52
Qualia,$1B,12/21/2020,Fintech,San Francisco,United States,North America,2015,$160M,"8VC, Menlo Ventures, Tiger Global Management",7,6.25
Beisen,$1B,5/11/2021,Internet software & services,Beijing,China,Asia,2002,$388M,"Matrix Partners China, Sequoia Capital China, Genesis Capital",18,2.58
Earnix,$1B,2/21/2021,Fintech,Giv'atayim,Israel,Asia,2001,$98M,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",6,10.20
Kujiale,$1B,10/25/2019,Internet software & services,Hangzhou,China,Asia,2011,$235M,"GGV Capital, IDG Capital, Linear Venture",15,4.26
Orca Security,$1B,3/23/2021,Cybersecurity,Portland,United States,North America,2019,$632M,"YL Ventures, Redpoint Ventures, GGV Capital",15,1.58
Apus Group,$1B,1/16/2015,Mobile & telecommunications,Beijing,China,Asia,2014,$116M,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",6,8.62
Forte Labs,$1B,5/12/2021,Fintech,San Francisco,United States,North America,2018,$910M,"Iris Capital, Accel, Elaia Partners",5,1.10
CureFit,$1B,11/10/2021,Health,Bengaluru,India,Asia,2016,$665M,"Chiratae Ventures, Accel, Kalaari Capital",42,1.50
DT Dream,$1B,6/8/2017,Data management & analytics,Hangzhou,China,Asia,2015,$267M,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",5,3.75
fabric,$1B,2/24/2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,$294M,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",11,3.40
JOLLY Information Technology,$1B,5/29/2018,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,$96M,"Legend Capital, CDH Investments, Sequoia Capital China",10,10.42
K Health,$1B,1/19/2021,Health,New York,United States,North America,2016,$271M,"Max Ventures, Mangrove Capital Partners, 14W",19,3.69
Mofang Living,$1B,4/13/2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,$650M,"Warburg Pincus, Aviation Industry Corporation of China",4,1.54
Spendesk,$1B,1/18/2022,Fintech,Paris,France,Europe,2015,$314M,"Index Ventures, Eight Roads Ventures, General Atlantic",14,3.18
TaxBit,$1B,8/4/2021,Fintech,Draper,United States,North America,2018,$236M,"Insight Partners, Coinbase Ventures, PayPal Ventures",21,4.24
XiaoZhu,$1B,11/1/2017,Travel,Beijing,China,Asia,2012,$572M,"Morningside Ventures, Capital Today, JOY Capital",12,1.75
Yijiupi,$1B,9/20/2018,Consumer & retail,Beijing,China,Asia,2014,$511M,"Source Code Capital, Meituan Dianping, Tencent Holdings",13,1.96
YunQuNa,$1B,6/29/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$207M,"Source Code Capital, Coatue Management, DCM Ventures",10,4.83
Bordrin Motors,$1B,6/3/2019,Auto & transportation,Shanghai,China,Asia,2016,$362M,"China Grand Prosperity Investment, CSC Group",7,2.76
Aleo,$1B,2/7/2022,Cybersecurity,San Francisco,United States,North America,2019,$228M,"Slow Ventures, Andreessen Horowitz, SoftBank Group",18,4.39
Coocaa,$1B,3/16/2018,Hardware,Shenzhen,China,Asia,2006,$218M,"Baidu, Tencent Holdings",4,4.59
Gymshark,$1B,8/14/2020,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic,1,3.82
M1 Finance,$1B,7/14/2021,Fintech,Chicago,United States,North America,2015,$323M,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",7,3.10
Ouyeel,$1B,6/27/2019,Internet software & services,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital,18,2.31
SonderMind,$1B,7/28/2021,Health,Denver,United States,North America,2014,$183M,"Kickstart Fund, General Catalyst, Drive Capital",18,5.46
Astranis Space Technologies,$1B,4/14/2021,Mobile & telecommunications,San Francisco,United States,North America,2015,$303M,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",26,3.30
Away,$1B,5/15/2019,E-commerce & direct-to-consumer,New York,United States,North America,2015,$181M,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",11,5.52
Cabify,$1B,1/22/2018,Auto & transportation,Madrid,Spain,Europe,2011,$407M,"Seaya Ventures, Otter Rock Capital, Rakuten",22,2.46
Clarify Health,$1B,4/5/2022,Health,San Francisco,United States,North America,2015,$328M,"KKR, Aspenwood Ventures, Spark Capital",#N/A,3.05
Coda,$1B,7/8/2021,Internet software & services,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures",18,4.17
Deezer,$1B,8/2/2018,Internet software & services,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries",11,1.88
Degreed,$1B,4/13/2021,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital",14,3.14
Deliverect,$1B,1/24/2022,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures",8,4.22
Envoy,$1B,1/11/2022,Internet software & services,San Francisco,United States,North America,2013,$170M,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",15,5.88
Epidemic Sound,$1B,3/11/2021,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone",9,1.96
Figment,$1B,12/20/2021,Internet software & services,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",24,6.06
Firebolt,$1B,1/26/2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",9,3.79
Five Star Business Finance,$1B,3/26/2021,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",7,2.19
GupShup,$1B,4/8/2021,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV",13,2.60
Kong,$1B,12/31/2020,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures",17,5.92
Koudai,$1B,10/23/2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",11,2.72
Panther Labs,$1B,12/2/2021,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",8,7.09
Papa,$1B,11/4/2021,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",14,4.15
Pristyn Care,$1B,12/7/2021,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",16,5.65
Rebel Foods,$1B,10/7/2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",18,1.92
Salt Security,$1B,2/10/2022,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",14,3.69
Scalable Capital,$1B,6/8/2021,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",10,3.18
SparkCognition,$1B,1/25/2022,Artificial intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",34,3.50
Stash,$1B,2/3/2021,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures",13,2.35
Symphony,$1B,5/16/2017,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google",26,1.96
Tripledot,$1B,2/14/2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",#N/A,4.95
VideoAmp,$1B,10/21/2021,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",18,2.62
Yidian Zixun,$1B,10/17/2017,Mobile & telecommunications,Beijing,China,Asia,2021,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund",2,6.62
Yotpo,$1B,3/18/2021,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",20,2.29
Neon,$1B,2/14/2022,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",16,1.39
Veepee,$1B,7/2/2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",5,0.00
Alloy,$1B,9/30/2021,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",12,6.41
Epirus,$1B,2/14/2022,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",18,3.48
Klook,$1B,8/7/2018,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",14,1.39
Yaoshibang,$1B,6/15/2021,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",15,2.02
Signifyd,$1B,4/15/2021,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures",19,2.56
Motorway,$1B,11/29/2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures",10,3.62
RIDI,$1B,1/24/2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC",14,5.62
Athletic Greens,$1B,1/25/2022,Health,New York,United States,North America,2010,$115M,"SC.Holdings, Not Boring Capital, Bolt Ventures",33,8.70
GPclub,$1B,10/22/2018,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,1,14.93
Grove Collaborative,$1B,9/6/2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,"MHS Capital, NextView Ventures, Mayfield Fund",21,2.11
Tongdun Technology,$1B,4/25/2019,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",17,3.97
Unisound,$1B,7/19/2018,Artificial intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",15,2.77
Betterment,$1B,9/29/2021,Fintech,New York,United States,North America,2010,$335M,"Bessemer Venture Partners, Menlo Ventures, Anthermis",20,2.99
Cava Group,$1B,4/27/2021,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group",8,1.36
CoinTracker,$1B,1/27/2022,Fintech,San Francisco,United States,North America,2017,$102M,"Initialized Capital, General Catalyst, Kraken Ventures",17,9.80
DistroKid,$1B,8/16/2021,Internet software & services,New York,United States,North America,2013,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify",3,0.00
Domestika,$1B,1/27/2022,Internet software & services,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures",2,7.69
